transaction_id,account_id,customer_id,transaction_date,posted_date,description,merchant_name,transaction_type,amount,status,reference_number,synthetic_notice
TXN-0000468,ACCT-000077,CUST-00077,2026-05-15,2026-05-15,POS - FastShip,FastShip,POS,-267.53,Posted,REF0000090324,Synthetic transaction
TXN-0000469,ACCT-000084,CUST-00084,2026-02-04,2026-02-04,Bill Pay - MedPlus Clinic,MedPlus Clinic,Bill Pay,-66.81,Posted,REF0000090517,Synthetic transaction
TXN-0000470,ACCT-000091,CUST-00091,2026-05-04,2026-05-06,Transfer In - MedPlus Clinic,MedPlus Clinic,Transfer In,3019.65,Posted,REF0000090710,Synthetic transaction
TXN-0000471,ACCT-000098,CUST-00098,2026-01-31,2026-01-31,Fee - Returned Item Fee,Returned Item Fee,Fee,-17.96,Pending,REF0000090903,Synthetic transaction
TXN-0000472,ACCT-000105,CUST-00105,2026-03-01,2026-03-01,Bill Pay - FastShip,FastShip,Bill Pay,-115.5,Posted,REF0000091096,Synthetic transaction
TXN-0000473,ACCT-000112,CUST-00112,2026-04-29,2026-04-29,Refund - Oak & Main,Oak & Main,Refund,1521.19,Pending,REF0000091289,Synthetic transaction
TXN-0000474,ACCT-000119,CUST-00119,2026-06-04,2026-06-04,Fee - Wire Fee,Wire Fee,Fee,-15.57,Posted,REF0000091482,Synthetic transaction
TXN-0000475,ACCT-000126,CUST-00126,2026-04-04,2026-04-04,Refund - Metro Grocery,Metro Grocery,Refund,1198.74,Posted,REF0000091675,Synthetic transaction
TXN-0000476,ACCT-000133,CUST-00133,2026-06-04,2026-06-04,ATM - Metro Grocery,Metro Grocery,ATM,-10.67,Posted,REF0000091868,Synthetic transaction
TXN-0000477,ACCT-000140,CUST-00140,2026-05-29,2026-05-29,Deposit - Oak & Main,Oak & Main,Deposit,1022.47,Posted,REF0000092061,Synthetic transaction
TXN-0000478,ACCT-000147,CUST-00147,2026-01-27,2026-01-29,Fee - Wire Fee,Wire Fee,Fee,-34.34,Posted,REF0000092254,Synthetic transaction
TXN-0000479,ACCT-000154,CUST-00154,2026-01-28,2026-01-30,Bill Pay - TuitionPay,TuitionPay,Bill Pay,-115.85,Posted,REF0000092447,Synthetic transaction
TXN-0000480,ACCT-000161,CUST-00161,2026-04-10,2026-04-12,Refund - BrightFuel,BrightFuel,Refund,150.93,Posted,REF0000092640,Synthetic transaction
TXN-0000481,ACCT-000168,CUST-00168,2026-03-01,2026-03-01,Refund - BrightFuel,BrightFuel,Refund,1736.78,Posted,REF0000092833,Synthetic transaction
TXN-0000482,ACCT-000175,CUST-00175,2026-03-07,2026-03-07,Card Purchase - RideNow Transit,RideNow Transit,Card Purchase,-112.56,Posted,REF0000093026,Synthetic transaction
TXN-0000483,ACCT-000182,CUST-00182,2026-05-02,2026-05-02,Bill Pay - RideNow Transit,RideNow Transit,Bill Pay,-289.96,Posted,REF0000093219,Synthetic transaction
TXN-0000484,ACCT-000189,CUST-00189,2026-06-07,2026-06-07,ATM - Corner Cafe,Corner Cafe,ATM,-463.36,Posted,REF0000093412,Synthetic transaction
TXN-0000485,ACCT-000196,CUST-00196,2026-04-17,2026-04-17,ACH Debit - Harbor Insurance,Harbor Insurance,ACH Debit,-38.05,Posted,REF0000093605,Synthetic transaction
TXN-0000486,ACCT-000203,CUST-00003,2026-02-21,2026-02-21,Bill Pay - BrightFuel,BrightFuel,Bill Pay,-550.16,Posted,REF0000093798,Synthetic transaction
TXN-0000487,ACCT-000210,CUST-00010,2026-01-31,2026-02-02,Fee - Returned Item Fee,Returned Item Fee,Fee,-34.24,Posted,REF0000093991,Synthetic transaction
TXN-0000488,ACCT-000217,CUST-00017,2026-02-04,2026-02-04,ACH Debit - BrightFuel,BrightFuel,ACH Debit,-178.13,Pending,REF0000094184,Synthetic transaction
TXN-0000489,ACCT-000224,CUST-00024,2026-05-05,2026-05-05,Card Purchase - Oak & Main,Oak & Main,Card Purchase,-572.25,Posted,REF0000094377,Synthetic transaction
TXN-0000490,ACCT-000231,CUST-00031,2026-01-28,2026-01-28,ATM - Oak & Main,Oak & Main,ATM,-329.7,Posted,REF0000094570,Synthetic transaction
TXN-0000491,ACCT-000238,CUST-00038,2026-05-17,2026-05-17,Deposit - GreenLeaf Market,GreenLeaf Market,Deposit,3068.58,Posted,REF0000094763,Synthetic transaction
TXN-0000492,ACCT-000245,CUST-00045,2026-03-21,2026-03-21,POS - Bluebird Pharmacy,Bluebird Pharmacy,POS,-555.96,Posted,REF0000094956,Synthetic transaction
TXN-0000493,ACCT-000252,CUST-00052,2026-04-14,2026-04-14,POS - City Fitness,City Fitness,POS,-592.15,Posted,REF0000095149,Synthetic transaction
TXN-0000494,ACCT-000259,CUST-00059,2026-05-02,2026-05-02,ATM - City Fitness,City Fitness,ATM,-409.29,Posted,REF0000095342,Synthetic transaction
TXN-0000495,ACCT-000266,CUST-00066,2026-03-23,2026-03-23,Fee - Overdraft Fee,Overdraft Fee,Fee,-14.99,Posted,REF0000095535,Synthetic transaction
TXN-0000496,ACCT-000273,CUST-00073,2026-02-13,2026-02-13,Card Purchase - RideNow Transit,RideNow Transit,Card Purchase,-559.4,Posted,REF0000095728,Synthetic transaction
TXN-0000497,ACCT-000280,CUST-00080,2026-04-10,2026-04-10,Fee - Wire Fee,Wire Fee,Fee,-10.89,Posted,REF0000095921,Synthetic transaction
TXN-0000498,ACCT-000287,CUST-00087,2026-03-14,2026-03-14,Deposit - Bluebird Pharmacy,Bluebird Pharmacy,Deposit,2909.33,Posted,REF0000096114,Synthetic transaction
TXN-0000499,ACCT-000294,CUST-00094,2026-04-12,2026-04-12,ATM - Oak & Main,Oak & Main,ATM,-432.8,Posted,REF0000096307,Synthetic transaction
TXN-0000500,ACCT-000301,CUST-00101,2026-02-28,2026-02-28,Card Purchase - RideNow Transit,RideNow Transit,Card Purchase,-614.72,Posted,REF0000096500,Synthetic transaction
TXN-0000501,ACCT-000308,CUST-00108,2026-06-07,2026-06-07,Transfer In - GreenLeaf Market,GreenLeaf Market,Transfer In,2767.06,Posted,REF0000096693,Synthetic transaction
TXN-0000502,ACCT-000315,CUST-00115,2026-02-05,2026-02-05,POS - Bluebird Pharmacy,Bluebird Pharmacy,POS,-724.47,Posted,REF0000096886,Synthetic transaction
TXN-0000503,ACCT-000322,CUST-00122,2026-05-30,2026-05-30,POS - StreamBox Media,StreamBox Media,POS,-96.17,Posted,REF0000097079,Synthetic transaction
TXN-0000504,ACCT-000329,CUST-00129,2026-02-24,2026-02-24,Card Purchase - Metro Grocery,Metro Grocery,Card Purchase,-540,Posted,REF0000097272,Synthetic transaction
TXN-0000505,ACCT-000336,CUST-00136,2026-06-11,2026-06-11,Deposit - StreamBox Media,StreamBox Media,Deposit,2048.52,Pending,REF0000097465,Synthetic transaction
TXN-0000506,ACCT-000343,CUST-00143,2026-04-28,2026-04-28,ACH Debit - StreamBox Media,StreamBox Media,ACH Debit,-18,Posted,REF0000097658,Synthetic transaction
TXN-0000507,ACCT-000350,CUST-00150,2026-05-06,2026-05-06,Card Purchase - Oak & Main,Oak & Main,Card Purchase,-225.63,Posted,REF0000097851,Synthetic transaction
TXN-0000508,ACCT-000357,CUST-00157,2026-03-27,2026-03-27,Fee - Expedited Card Fee,Expedited Card Fee,Fee,-12.97,Posted,REF0000098044,Synthetic transaction
TXN-0000509,ACCT-000364,CUST-00164,2026-03-05,2026-03-05,ATM - Metro Grocery,Metro Grocery,ATM,-455.27,Posted,REF0000098237,Synthetic transaction
TXN-0000510,ACCT-000371,CUST-00171,2026-05-23,2026-05-23,Refund - Northline Utilities,Northline Utilities,Refund,1021.86,Posted,REF0000098430,Synthetic transaction
TXN-0000511,ACCT-000378,CUST-00178,2026-06-13,2026-06-13,ACH Debit - MedPlus Clinic,MedPlus Clinic,ACH Debit,-47.81,Posted,REF0000098623,Synthetic transaction
TXN-0000512,ACCT-000385,CUST-00185,2026-04-17,2026-04-17,Card Purchase - Bluebird Pharmacy,Bluebird Pharmacy,Card Purchase,-429.04,Posted,REF0000098816,Synthetic transaction
TXN-0000513,ACCT-000392,CUST-00192,2026-06-17,2026-06-17,Fee - Returned Item Fee,Returned Item Fee,Fee,-30.99,Posted,REF0000099009,Synthetic transaction
TXN-0000514,ACCT-000399,CUST-00199,2026-02-03,2026-02-03,ATM - StreamBox Media,StreamBox Media,ATM,-715.39,Posted,REF0000099202,Synthetic transaction
TXN-0000515,ACCT-000006,CUST-00006,2026-01-25,2026-01-25,Transfer In - MedPlus Clinic,MedPlus Clinic,Transfer In,2487.94,Posted,REF0000099395,Synthetic transaction
TXN-0000516,ACCT-000013,CUST-00013,2026-04-17,2026-04-17,POS - Harbor Insurance,Harbor Insurance,POS,-103.7,Posted,REF0000099588,Synthetic transaction
TXN-0000517,ACCT-000020,CUST-00020,2026-02-25,2026-02-25,Fee - Overdraft Fee,Overdraft Fee,Fee,-6.54,Posted,REF0000099781,Synthetic transaction
TXN-0000518,ACCT-000027,CUST-00027,2026-05-09,2026-05-09,Bill Pay - GreenLeaf Market,GreenLeaf Market,Bill Pay,-68.23,Posted,REF0000099974,Synthetic transaction
TXN-0000519,ACCT-000034,CUST-00034,2026-03-12,2026-03-12,ACH Credit - Bluebird Pharmacy,Bluebird Pharmacy,ACH Credit,2971.79,Posted,REF0000100167,Synthetic transaction
TXN-0000520,ACCT-000041,CUST-00041,2026-04-17,2026-04-17,ACH Debit - Bluebird Pharmacy,Bluebird Pharmacy,ACH Debit,-12.01,Posted,REF0000100360,Synthetic transaction
TXN-0000521,ACCT-000048,CUST-00048,2026-04-18,2026-04-20,ATM - FastShip,FastShip,ATM,-771.64,Posted,REF0000100553,Synthetic transaction
TXN-0000522,ACCT-000055,CUST-00055,2026-03-25,2026-03-27,ACH Debit - FastShip,FastShip,ACH Debit,-434.92,Posted,REF0000100746,Synthetic transaction
TXN-0000523,ACCT-000062,CUST-00062,2026-04-09,2026-04-09,Fee - Wire Fee,Wire Fee,Fee,-21.74,Posted,REF0000100939,Synthetic transaction
TXN-0000524,ACCT-000069,CUST-00069,2026-04-17,2026-04-17,ATM - Atlas Wireless,Atlas Wireless,ATM,-714.13,Posted,REF0000101132,Synthetic transaction
TXN-0000525,ACCT-000076,CUST-00076,2026-03-11,2026-03-11,Card Purchase - Northline Utilities,Northline Utilities,Card Purchase,-486.05,Posted,REF0000101325,Synthetic transaction
TXN-0000526,ACCT-000083,CUST-00083,2026-05-07,2026-05-07,ACH Debit - TuitionPay,TuitionPay,ACH Debit,-596.75,Posted,REF0000101518,Synthetic transaction
TXN-0000527,ACCT-000090,CUST-00090,2026-03-12,2026-03-12,Deposit - RideNow Transit,RideNow Transit,Deposit,1812.57,Posted,REF0000101711,Synthetic transaction
TXN-0000528,ACCT-000097,CUST-00097,2026-06-18,2026-06-18,ATM - Corner Cafe,Corner Cafe,ATM,-234.67,Posted,REF0000101904,Synthetic transaction
TXN-0000529,ACCT-000104,CUST-00104,2026-02-25,2026-02-25,ACH Credit - RideNow Transit,RideNow Transit,ACH Credit,1717.2,Posted,REF0000102097,Synthetic transaction
TXN-0000530,ACCT-000111,CUST-00111,2026-03-15,2026-03-15,Bill Pay - Atlas Wireless,Atlas Wireless,Bill Pay,-339.43,Posted,REF0000102290,Synthetic transaction
TXN-0000531,ACCT-000118,CUST-00118,2026-06-01,2026-06-01,ACH Credit - City Fitness,City Fitness,ACH Credit,3148.97,Posted,REF0000102483,Synthetic transaction
TXN-0000532,ACCT-000125,CUST-00125,2026-02-06,2026-02-06,ACH Debit - Metro Grocery,Metro Grocery,ACH Debit,-422.89,Posted,REF0000102676,Synthetic transaction
TXN-0000533,ACCT-000132,CUST-00132,2026-06-07,2026-06-07,ACH Debit - Atlas Wireless,Atlas Wireless,ACH Debit,-571.23,Posted,REF0000102869,Synthetic transaction
TXN-0000534,ACCT-000139,CUST-00139,2026-04-01,2026-04-01,Fee - Expedited Card Fee,Expedited Card Fee,Fee,-7.77,Posted,REF0000103062,Synthetic transaction
TXN-0000535,ACCT-000146,CUST-00146,2026-05-09,2026-05-09,ACH Debit - Northline Utilities,Northline Utilities,ACH Debit,-593.82,Pending,REF0000103255,Synthetic transaction
TXN-0000536,ACCT-000153,CUST-00153,2026-02-25,2026-02-25,Deposit - MedPlus Clinic,MedPlus Clinic,Deposit,1258.28,Posted,REF0000103448,Synthetic transaction
TXN-0000537,ACCT-000160,CUST-00160,2026-03-17,2026-03-19,Transfer In - StreamBox Media,StreamBox Media,Transfer In,1157.47,Posted,REF0000103641,Synthetic transaction
TXN-0000538,ACCT-000167,CUST-00167,2026-03-10,2026-03-10,ACH Debit - BrightFuel,BrightFuel,ACH Debit,-353.93,Posted,REF0000103834,Synthetic transaction
TXN-0000539,ACCT-000174,CUST-00174,2026-01-26,2026-01-28,POS - MedPlus Clinic,MedPlus Clinic,POS,-17.75,Posted,REF0000104027,Synthetic transaction
TXN-0000540,ACCT-000181,CUST-00181,2026-02-02,2026-02-04,Bill Pay - Northline Utilities,Northline Utilities,Bill Pay,-487.08,Posted,REF0000104220,Synthetic transaction
TXN-0000541,ACCT-000188,CUST-00188,2026-04-23,2026-04-23,ATM - GreenLeaf Market,GreenLeaf Market,ATM,-606.47,Posted,REF0000104413,Synthetic transaction
TXN-0000542,ACCT-000195,CUST-00195,2026-05-09,2026-05-09,POS - City Fitness,City Fitness,POS,-293.38,Posted,REF0000104606,Synthetic transaction
TXN-0000543,ACCT-000202,CUST-00002,2026-05-02,2026-05-02,Transfer In - TuitionPay,TuitionPay,Transfer In,439.55,Pending,REF0000104799,Synthetic transaction
TXN-0000544,ACCT-000209,CUST-00009,2026-04-12,2026-04-12,Fee - Wire Fee,Wire Fee,Fee,-8.02,Posted,REF0000104992,Synthetic transaction
TXN-0000545,ACCT-000216,CUST-00016,2026-03-21,2026-03-21,POS - Bluebird Pharmacy,Bluebird Pharmacy,POS,-221.99,Posted,REF0000105185,Synthetic transaction
TXN-0000546,ACCT-000223,CUST-00023,2026-05-10,2026-05-10,Card Purchase - City Fitness,City Fitness,Card Purchase,-328.04,Posted,REF0000105378,Synthetic transaction
TXN-0000547,ACCT-000230,CUST-00030,2026-06-22,2026-06-22,ACH Debit - City Fitness,City Fitness,ACH Debit,-254.55,Posted,REF0000105571,Synthetic transaction
TXN-0000548,ACCT-000237,CUST-00037,2026-01-26,2026-01-26,ACH Debit - TuitionPay,TuitionPay,ACH Debit,-82.89,Posted,REF0000105764,Synthetic transaction
TXN-0000549,ACCT-000244,CUST-00044,2026-03-24,2026-03-24,Bill Pay - Harbor Insurance,Harbor Insurance,Bill Pay,-410.2,Posted,REF0000105957,Synthetic transaction
TXN-0000550,ACCT-000251,CUST-00051,2026-06-09,2026-06-11,ACH Debit - MedPlus Clinic,MedPlus Clinic,ACH Debit,-360.78,Posted,REF0000106150,Synthetic transaction
TXN-0000551,ACCT-000258,CUST-00058,2026-06-03,2026-06-03,Card Purchase - Corner Cafe,Corner Cafe,Card Purchase,-714.22,Posted,REF0000106343,Synthetic transaction
TXN-0000552,ACCT-000265,CUST-00065,2026-01-29,2026-01-29,Transfer In - Oak & Main,Oak & Main,Transfer In,156.42,Posted,REF0000106536,Synthetic transaction
TXN-0000553,ACCT-000272,CUST-00072,2026-04-01,2026-04-01,Fee - Returned Item Fee,Returned Item Fee,Fee,-20.06,Posted,REF0000106729,Synthetic transaction
TXN-0000554,ACCT-000279,CUST-00079,2026-04-19,2026-04-21,ATM - Corner Cafe,Corner Cafe,ATM,-83.06,Posted,REF0000106922,Synthetic transaction
TXN-0000555,ACCT-000286,CUST-00086,2026-06-02,2026-06-02,ATM - RideNow Transit,RideNow Transit,ATM,-711.1,Posted,REF0000107115,Synthetic transaction
TXN-0000556,ACCT-000293,CUST-00093,2026-04-02,2026-04-02,Refund - Bluebird Pharmacy,Bluebird Pharmacy,Refund,3057.7,Posted,REF0000107308,Synthetic transaction
TXN-0000557,ACCT-000300,CUST-00100,2026-04-16,2026-04-18,Transfer In - Northline Utilities,Northline Utilities,Transfer In,616.33,Posted,REF0000107501,Synthetic transaction
TXN-0000558,ACCT-000307,CUST-00107,2026-03-22,2026-03-22,Transfer In - RideNow Transit,RideNow Transit,Transfer In,1312.9,Posted,REF0000107694,Synthetic transaction
TXN-0000559,ACCT-000314,CUST-00114,2026-06-07,2026-06-07,Bill Pay - StreamBox Media,StreamBox Media,Bill Pay,-28.39,Posted,REF0000107887,Synthetic transaction
TXN-0000560,ACCT-000321,CUST-00121,2026-06-07,2026-06-09,Card Purchase - City Fitness,City Fitness,Card Purchase,-128.64,Posted,REF0000108080,Synthetic transaction
TXN-0000561,ACCT-000328,CUST-00128,2026-06-04,2026-06-04,ACH Credit - Atlas Wireless,Atlas Wireless,ACH Credit,1765.18,Posted,REF0000108273,Synthetic transaction
TXN-0000562,ACCT-000335,CUST-00135,2026-04-24,2026-04-24,ACH Credit - Metro Grocery,Metro Grocery,ACH Credit,3013.47,Posted,REF0000108466,Synthetic transaction
TXN-0000563,ACCT-000342,CUST-00142,2026-06-02,2026-06-04,Transfer In - RideNow Transit,RideNow Transit,Transfer In,43.32,Posted,REF0000108659,Synthetic transaction
TXN-0000564,ACCT-000349,CUST-00149,2026-02-08,2026-02-08,Card Purchase - Corner Cafe,Corner Cafe,Card Purchase,-383.81,Posted,REF0000108852,Synthetic transaction
TXN-0000565,ACCT-000356,CUST-00156,2026-02-01,2026-02-01,Fee - Expedited Card Fee,Expedited Card Fee,Fee,-24.94,Posted,REF0000109045,Synthetic transaction
TXN-0000566,ACCT-000363,CUST-00163,2026-06-01,2026-06-01,Deposit - Atlas Wireless,Atlas Wireless,Deposit,2387.82,Posted,REF0000109238,Synthetic transaction
TXN-0000567,ACCT-000370,CUST-00170,2026-04-30,2026-04-30,Refund - Northline Utilities,Northline Utilities,Refund,1747.83,Posted,REF0000109431,Synthetic transaction
TXN-0000568,ACCT-000377,CUST-00177,2026-02-19,2026-02-19,POS - StreamBox Media,StreamBox Media,POS,-742.37,Posted,REF0000109624,Synthetic transaction
TXN-0000569,ACCT-000384,CUST-00184,2026-03-01,2026-03-01,Deposit - Bluebird Pharmacy,Bluebird Pharmacy,Deposit,810.78,Posted,REF0000109817,Synthetic transaction
TXN-0000570,ACCT-000391,CUST-00191,2026-05-22,2026-05-24,POS - Corner Cafe,Corner Cafe,POS,-640.42,Posted,REF0000110010,Synthetic transaction
TXN-0000571,ACCT-000398,CUST-00198,2026-05-29,2026-05-29,POS - TuitionPay,TuitionPay,POS,-154.27,Posted,REF0000110203,Synthetic transaction
TXN-0000572,ACCT-000005,CUST-00005,2026-02-08,2026-02-08,Transfer In - MedPlus Clinic,MedPlus Clinic,Transfer In,3248.2,Posted,REF0000110396,Synthetic transaction
TXN-0000573,ACCT-000012,CUST-00012,2026-06-07,2026-06-07,ACH Credit - GreenLeaf Market,GreenLeaf Market,ACH Credit,1195.33,Posted,REF0000110589,Synthetic transaction
TXN-0000574,ACCT-000019,CUST-00019,2026-04-09,2026-04-09,POS - GreenLeaf Market,GreenLeaf Market,POS,-615.45,Posted,REF0000110782,Synthetic transaction
TXN-0000575,ACCT-000026,CUST-00026,2026-02-05,2026-02-07,Bill Pay - TuitionPay,TuitionPay,Bill Pay,-684.53,Posted,REF0000110975,Synthetic transaction
TXN-0000576,ACCT-000033,CUST-00033,2026-06-02,2026-06-02,Fee - Returned Item Fee,Returned Item Fee,Fee,-25.07,Posted,REF0000111168,Synthetic transaction
TXN-0000577,ACCT-000040,CUST-00040,2026-03-01,2026-03-01,Deposit - Corner Cafe,Corner Cafe,Deposit,2632.42,Posted,REF0000111361,Synthetic transaction
TXN-0000578,ACCT-000047,CUST-00047,2026-03-12,2026-03-12,Card Purchase - FastShip,FastShip,Card Purchase,-493.32,Posted,REF0000111554,Synthetic transaction
TXN-0000579,ACCT-000054,CUST-00054,2026-05-10,2026-05-10,Fee - Overdraft Fee,Overdraft Fee,Fee,-18.96,Posted,REF0000111747,Synthetic transaction
TXN-0000580,ACCT-000061,CUST-00061,2026-02-21,2026-02-21,Fee - Wire Fee,Wire Fee,Fee,-16.56,Posted,REF0000111940,Synthetic transaction
TXN-0000581,ACCT-000068,CUST-00068,2026-06-10,2026-06-10,Card Purchase - GreenLeaf Market,GreenLeaf Market,Card Purchase,-655.92,Posted,REF0000112133,Synthetic transaction
TXN-0000582,ACCT-000075,CUST-00075,2026-03-16,2026-03-16,ACH Credit - MedPlus Clinic,MedPlus Clinic,ACH Credit,2457.11,Posted,REF0000112326,Synthetic transaction
TXN-0000583,ACCT-000082,CUST-00082,2026-02-11,2026-02-11,Refund - RideNow Transit,RideNow Transit,Refund,1740.14,Posted,REF0000112519,Synthetic transaction
TXN-0000584,ACCT-000089,CUST-00089,2026-05-03,2026-05-03,Fee - Expedited Card Fee,Expedited Card Fee,Fee,-3.17,Posted,REF0000112712,Synthetic transaction
TXN-0000585,ACCT-000096,CUST-00096,2026-02-12,2026-02-12,Card Purchase - TuitionPay,TuitionPay,Card Purchase,-38.28,Posted,REF0000112905,Synthetic transaction
TXN-0000586,ACCT-000103,CUST-00103,2026-06-20,2026-06-20,Deposit - GreenLeaf Market,GreenLeaf Market,Deposit,2701.54,Pending,REF0000113098,Synthetic transaction
TXN-0000587,ACCT-000110,CUST-00110,2026-02-27,2026-02-27,Deposit - GreenLeaf Market,GreenLeaf Market,Deposit,604.37,Posted,REF0000113291,Synthetic transaction
TXN-0000588,ACCT-000117,CUST-00117,2026-05-14,2026-05-14,Fee - Wire Fee,Wire Fee,Fee,-12.89,Posted,REF0000113484,Synthetic transaction
TXN-0000589,ACCT-000124,CUST-00124,2026-03-31,2026-03-31,Fee - Wire Fee,Wire Fee,Fee,-16.5,Posted,REF0000113677,Synthetic transaction
TXN-0000590,ACCT-000131,CUST-00131,2026-02-16,2026-02-16,Fee - Returned Item Fee,Returned Item Fee,Fee,-15.14,Posted,REF0000113870,Synthetic transaction
TXN-0000591,ACCT-000138,CUST-00138,2026-05-07,2026-05-07,Bill Pay - BrightFuel,BrightFuel,Bill Pay,-341.85,Posted,REF0000114063,Synthetic transaction
TXN-0000592,ACCT-000145,CUST-00145,2026-06-01,2026-06-01,POS - Metro Grocery,Metro Grocery,POS,-592.08,Posted,REF0000114256,Synthetic transaction
TXN-0000593,ACCT-000152,CUST-00152,2026-06-15,2026-06-15,Card Purchase - Metro Grocery,Metro Grocery,Card Purchase,-123.45,Posted,REF0000114449,Synthetic transaction
TXN-0000594,ACCT-000159,CUST-00159,2026-02-03,2026-02-03,Refund - MedPlus Clinic,MedPlus Clinic,Refund,1490.36,Posted,REF0000114642,Synthetic transaction
TXN-0000595,ACCT-000166,CUST-00166,2026-06-07,2026-06-09,ATM - GreenLeaf Market,GreenLeaf Market,ATM,-388.77,Posted,REF0000114835,Synthetic transaction
TXN-0000596,ACCT-000173,CUST-00173,2026-05-24,2026-05-24,Card Purchase - TuitionPay,TuitionPay,Card Purchase,-37.41,Posted,REF0000115028,Synthetic transaction
TXN-0000597,ACCT-000180,CUST-00180,2026-04-13,2026-04-15,POS - Northline Utilities,Northline Utilities,POS,-335.24,Posted,REF0000115221,Synthetic transaction
TXN-0000598,ACCT-000187,CUST-00187,2026-05-18,2026-05-18,ACH Debit - City Fitness,City Fitness,ACH Debit,-465.72,Posted,REF0000115414,Synthetic transaction
TXN-0000599,ACCT-000194,CUST-00194,2026-06-19,2026-06-19,Refund - TuitionPay,TuitionPay,Refund,1406.44,Posted,REF0000115607,Synthetic transaction
TXN-0000600,ACCT-000201,CUST-00001,2026-06-18,2026-06-18,ACH Debit - BrightFuel,BrightFuel,ACH Debit,-439.71,Posted,REF0000115800,Synthetic transaction
TXN-0000601,ACCT-000208,CUST-00008,2026-03-19,2026-03-19,ATM - BrightFuel,BrightFuel,ATM,-528.54,Posted,REF0000115993,Synthetic transaction
TXN-0000602,ACCT-000215,CUST-00015,2026-04-26,2026-04-26,ATM - TuitionPay,TuitionPay,ATM,-707.64,Posted,REF0000116186,Synthetic transaction
TXN-0000603,ACCT-000222,CUST-00022,2026-02-04,2026-02-04,ACH Credit - Northline Utilities,Northline Utilities,ACH Credit,636.81,Pending,REF0000116379,Synthetic transaction
TXN-0000604,ACCT-000229,CUST-00029,2026-02-02,2026-02-02,Card Purchase - Corner Cafe,Corner Cafe,Card Purchase,-152.01,Posted,REF0000116572,Synthetic transaction
TXN-0000605,ACCT-000236,CUST-00036,2026-06-12,2026-06-12,Fee - Expedited Card Fee,Expedited Card Fee,Fee,-13.1,Posted,REF0000116765,Synthetic transaction
TXN-0000606,ACCT-000243,CUST-00043,2026-05-22,2026-05-22,ACH Credit - TuitionPay,TuitionPay,ACH Credit,1771.41,Posted,REF0000116958,Synthetic transaction
TXN-0000607,ACCT-000250,CUST-00050,2026-06-10,2026-06-10,Fee - Expedited Card Fee,Expedited Card Fee,Fee,-13.79,Posted,REF0000117151,Synthetic transaction
TXN-0000608,ACCT-000257,CUST-00057,2026-04-11,2026-04-11,Refund - Northline Utilities,Northline Utilities,Refund,2395.79,Posted,REF0000117344,Synthetic transaction
TXN-0000609,ACCT-000264,CUST-00064,2026-02-26,2026-02-26,ATM - TuitionPay,TuitionPay,ATM,-426.03,Posted,REF0000117537,Synthetic transaction
TXN-0000610,ACCT-000271,CUST-00071,2026-02-10,2026-02-10,POS - Oak & Main,Oak & Main,POS,-535.17,Posted,REF0000117730,Synthetic transaction
TXN-0000611,ACCT-000278,CUST-00078,2026-03-03,2026-03-03,POS - Corner Cafe,Corner Cafe,POS,-521.7,Posted,REF0000117923,Synthetic transaction
TXN-0000612,ACCT-000285,CUST-00085,2026-05-10,2026-05-10,Refund - Metro Grocery,Metro Grocery,Refund,1661.02,Posted,REF0000118116,Synthetic transaction
TXN-0000613,ACCT-000292,CUST-00092,2026-05-18,2026-05-18,Bill Pay - Metro Grocery,Metro Grocery,Bill Pay,-533.57,Posted,REF0000118309,Synthetic transaction
TXN-0000614,ACCT-000299,CUST-00099,2026-06-05,2026-06-07,ACH Debit - FastShip,FastShip,ACH Debit,-437.7,Posted,REF0000118502,Synthetic transaction
TXN-0000615,ACCT-000306,CUST-00106,2026-05-21,2026-05-21,Refund - Corner Cafe,Corner Cafe,Refund,3087.18,Posted,REF0000118695,Synthetic transaction
TXN-0000616,ACCT-000313,CUST-00113,2026-04-18,2026-04-18,Bill Pay - Oak & Main,Oak & Main,Bill Pay,-683.51,Posted,REF0000118888,Synthetic transaction
TXN-0000617,ACCT-000320,CUST-00120,2026-05-27,2026-05-27,ATM - Corner Cafe,Corner Cafe,ATM,-103.39,Posted,REF0000119081,Synthetic transaction
TXN-0000618,ACCT-000327,CUST-00127,2026-05-10,2026-05-10,ACH Credit - Metro Grocery,Metro Grocery,ACH Credit,3193.54,Posted,REF0000119274,Synthetic transaction
TXN-0000619,ACCT-000334,CUST-00134,2026-04-16,2026-04-16,Refund - Atlas Wireless,Atlas Wireless,Refund,1063.09,Posted,REF0000119467,Synthetic transaction
TXN-0000620,ACCT-000341,CUST-00141,2026-03-07,2026-03-07,POS - Metro Grocery,Metro Grocery,POS,-723.85,Posted,REF0000119660,Synthetic transaction
TXN-0000621,ACCT-000348,CUST-00148,2026-05-28,2026-05-28,ACH Debit - StreamBox Media,StreamBox Media,ACH Debit,-718.21,Posted,REF0000119853,Synthetic transaction
TXN-0000622,ACCT-000355,CUST-00155,2026-03-09,2026-03-09,Transfer In - FastShip,FastShip,Transfer In,620.57,Posted,REF0000120046,Synthetic transaction
TXN-0000623,ACCT-000362,CUST-00162,2026-01-28,2026-01-28,Refund - Bluebird Pharmacy,Bluebird Pharmacy,Refund,2458.32,Posted,REF0000120239,Synthetic transaction
